league,season,date,year,month,day,time,score,home_team,away_team,home_formation,away_formation,venue,referee,file_path
england_epl,2022-2023,2022-08-20,2022,08,20,19:30,1 - 0,Tottenham,Wolves,3 - 4 - 2 - 1,3 - 5 - 2,Tottenham Hotspur Stadium (London),Simon Hooper,database/Game_dataset/england_epl_2022-2023/2022-08-20_tottenham-hotspur-wolverhampton-wanderers-premier-league-2022-2023/2022-08-20_Tottenham_1-0_Wolves_A1YH13KT.json
england_epl,2022-2023,2022-08-20,2022,08,20,00:30,0 - 3,Bournemouth,Arsenal,3 - 1 - 4 - 2,4 - 2 - 3 - 1,Vitality Stadium (Bournemouth),Craig Pawson,database/Game_dataset/england_epl_2022-2023/2022-08-20_afc-bournemouth-arsenal-fc/2022-08-21_Bournemouth_0-3_Arsenal_Ctkp9TLu.json
england_epl,2022-2023,2022-08-21,2022,08,21,21:00,3 - 0,Leeds,Chelsea,4 - 2 - 3 - 1,3 - 5 - 2,Elland Road (Leeds),Stuart Attwell,database/Game_dataset/england_epl_2022-2023/2022-08-21_leeds-united-chelsea-fc-premier-league-2022-2023/2022-08-21_Leeds_3-0_Chelsea_tMt15oL4.json
england_epl,2022-2023,2022-08-21,2022,08,21,23:30,3 - 3,Newcastle,Manchester City,4 - 3 - 3,4 - 3 - 3,St. James' Park (Newcastle),Jarred Gillett,database/Game_dataset/england_epl_2022-2023/2022-08-21_newcastle-united-manchester-city-premier-league-2022-2023/2022-08-21_Newcastle_3-3_Manchester_City_GvZD2q5N.json
england_epl,2022-2023,2022-08-22,2022,08,22,03:00,2 - 1,Manchester Utd,Liverpool,4 - 2 - 3 - 1,4 - 3 - 3,Old Trafford (Manchester),Michael Oliver,database/Game_dataset/england_epl_2022-2023/2022-08-22_manchester-united-liverpool-fc-premier-league-2022-2023/2022-08-23_Manchester_Utd_2-1_Liverpool_xlzA3PkH.json
england_epl,2022-2023,2022-08-27,2022,08,27,19:30,0 - 1,Southampton,Manchester Utd,4 - 2 - 3 - 1,4 - 2 - 3 - 1,St. Mary's Stadium (Southampton),Andy Madley,database/Game_dataset/england_epl_2022-2023/2022-08-27_southampton-fc-manchester-united-premier-league-2022-2023/2022-08-27_Southampton_0-1_Manchester_Utd_ttwIcfJe.json
england_epl,2022-2023,2022-08-27,2022,08,27,22:00,4 - 2,Manchester City,Crystal Palace,4 - 2 - 3 - 1,5 - 4 - 1,Etihad Stadium (Manchester),Darren England,database/Game_dataset/england_epl_2022-2023/2022-08-27_manchester-city-crystal-palace-premier-league-2022-2023/2022-08-27_Manchester_City_4-2_Crystal_Palace_MwNGaGlq.json
england_epl,2022-2023,2022-08-27,2022,08,27,22:00,9 - 0,Liverpool,Bournemouth,4 - 3 - 3,3 - 4 - 2 - 1,Anfield (Liverpool),Stuart Attwell,database/Game_dataset/england_epl_2022-2023/2022-08-27_liverpool-fc-afc-bournemouth/2022-08-27_Liverpool_9-0_Bournemouth_UsamHrKG.json
england_epl,2022-2023,2022-08-27,2022,08,27,22:00,2 - 1,Chelsea,Leicester,4 - 4 - 2,4 - 1 - 4 - 1,Stamford Bridge (London),Paul Tierney,database/Game_dataset/england_epl_2022-2023/2022-08-27_chelsea-fc-leicester-city-premier-league-2022-2023/2022-08-27_Chelsea_2-1_Leicester_GveqIO4A.json
england_epl,2022-2023,2022-08-28,2022,08,28,23:30,0 - 2,Nottingham,Tottenham,3 - 4 - 2 - 1,3 - 4 - 2 - 1,City Ground (Nottingham),Craig Pawson,database/Game_dataset/england_epl_2022-2023/2022-08-28_nottingham-forest-tottenham-hotspur-premier-league/2022-08-28_Nottingham_0-2_Tottenham_0ULKbz4k.json
england_epl,2022-2023,2022-08-30,2022,08,30,02:45,2 - 1,Southampton,Chelsea,4 - 2 - 3 - 1,4 - 3 - 3,St. Mary's Stadium (Southampton),Michael Oliver,database/Game_dataset/england_epl_2022-2023/2022-08-30_southampton-fc-chelsea-fc-premier-league-2022-2023/2022-08-31_Southampton_2-1_Chelsea_KpHfBDme.json
england_epl,2022-2023,2022-08-31,2022,08,31,02:30,6 - 0,Manchester City,Nottingham,4 - 3 - 3,5 - 3 - 2,Etihad Stadium (Manchester),Paul Tierney,database/Game_dataset/england_epl_2022-2023/2022-08-31_manchester-city-nottingham-forest/2022-09-01_Manchester_City_6-0_Nottingham_hbF29iI7.json
england_epl,2022-2023,2022-08-31,2022,08,31,02:30,2 - 1,Arsenal,Aston Villa,4 - 2 - 3 - 1,4 - 3 - 3,Emirates Stadium (London),Referee Robert Jones,database/Game_dataset/england_epl_2022-2023/2022-08-31_arsenal-fc-aston-villa-premier-league-2022-2023/2022-09-01_Arsenal_2-1_Aston_Villa_nwU7KHQ8.json
england_epl,2022-2023,2022-08-31,2022,08,31,02:45,1 - 1,West Ham,Tottenham,4 - 2 - 3 - 1,3 - 4 - 2 - 1,London Stadium (London),Peter Bankes,database/Game_dataset/england_epl_2022-2023/2022-08-31_west-ham-united-tottenham-hotspur-premier-league-2022-2023/2022-09-01_West_Ham_1-1_Tottenham_vy9nDZIr.json
england_epl,2022-2023,2022-09-01,2022,09,01,03:00,0 - 1,Leicester,Manchester Utd,4 - 1 - 4 - 1,4 - 2 - 3 - 1,King Power Stadium (Leicester),Craig Pawson,database/Game_dataset/england_epl_2022-2023/2022-09-01_leicester-city-manchester-united-premier-league-2022-2023/2022-09-02_Leicester_0-1_Manchester_Utd_xSMKHFAR.json
england_epl,2022-2023,2022-09-03,2022,09,03,19:30,0 - 0,Everton,Liverpool,4 - 3 - 3,4 - 3 - 3,Goodison Park (Liverpool),Anthony Taylor,database/Game_dataset/england_epl_2022-2023/2022-09-03_everton-fc-liverpool-fc-premier-league-2022-2023/2022-09-03_Everton_0-0_Liverpool_MDwQQhmr.json
england_epl,2022-2023,2022-09-03,2022,09,03,22:00,2 - 1,Chelsea,West Ham,3 - 1 - 4 - 2,4 - 2 - 3 - 1,Stamford Bridge (London),Andy Madley,database/Game_dataset/england_epl_2022-2023/2022-09-03_chelsea-fc-west-ham-united-premier-league-2022-2023/2022-09-03_Chelsea_2-1_West_Ham_GW0cVYvR.json
england_epl,2022-2023,2022-09-03,2022,09,03,22:00,2 - 1,Tottenham,Fulham,3 - 4 - 2 - 1,4 - 2 - 3 - 1,Tottenham Hotspur Stadium (London),Stuart Attwell,database/Game_dataset/england_epl_2022-2023/2022-09-03_tottenham-hotspur-fulham-fc-premier-league/2022-09-03_Tottenham_2-1_Fulham_UqQtNAn7.json
england_epl,2022-2023,2022-09-03,2022,09,03,00:30,1 - 1,Aston Villa,Manchester City,4 - 3 - 2 - 1,4 - 3 - 3,Villa Park (Birmingham),Simon Hooper,database/Game_dataset/england_epl_2022-2023/2022-09-03_aston-villa-manchester-city-premier-league-2022-2023/2022-09-04_Aston_Villa_1-1_Manchester_City_UFboYze8.json
england_epl,2022-2023,2022-09-04,2022,09,04,21:00,5 - 2,Brighton,Leicester,3 - 5 - 2,4 - 4 - 2,Amex Stadium (Brighton),Tony Harrington,database/Game_dataset/england_epl_2022-2023/2022-09-04_brighton-hove-albion-leicester-city/2022-09-04_Brighton_5-2_Leicester_2TdgWEPK.json
england_epl,2022-2023,2022-09-04,2022,09,04,23:30,3 - 1,Manchester Utd,Arsenal,4 - 2 - 3 - 1,4 - 2 - 3 - 1,Old Trafford (Manchester),,database/Game_dataset/england_epl_2022-2023/2022-09-04_manchester-united-arsenal-fc-premier-league-2022-2023/2022-09-04_Manchester_Utd_3-1_Arsenal_04xUPC2l.json
england_epl,2022-2023,2022-09-17,2022,09,17,19:30,0 - 3,Wolves,Manchester City,4 - 3 - 3,4 - 3 - 3,Molineux Stadium (Wolverhampton),Anthony Taylor,database/Game_dataset/england_epl_2022-2023/2022-09-17_wolverhampton-wanderers-manchester-city-premier-league-2022-2023/2022-09-17_Wolves_0-3_Manchester_City_E97RUbpo.json
england_epl,2022-2023,2022-09-17,2022,09,17,00:30,6 - 2,Tottenham,Leicester,3 - 4 - 2 - 1,4 - 1 - 4 - 1,Tottenham Hotspur Stadium (London),Simon Hooper,database/Game_dataset/england_epl_2022-2023/2022-09-17_tottenham-hotspur-leicester-city-premier-league-2022-2023/2022-09-18_Tottenham_6-2_Leicester_xppbnRFI.json
england_epl,2022-2023,2022-09-18,2022,09,18,19:00,0 - 3,Brentford,Arsenal,3 - 5 - 2,4 - 2 - 3 - 1,Brentford Community Stadium (London),David Coote,database/Game_dataset/england_epl_2022-2023/2022-09-18_brentford-fc-arsenal-fc-premier-league/2022-09-18_Brentford_0-3_Arsenal_pCzFdBwQ.json
england_epl,2022-2023,2022-10-01,2022,10,01,19:30,3 - 1,Arsenal,Tottenham,4 - 2 - 3 - 1,3 - 4 - 2 - 1,Emirates Stadium (London),Anthony Taylor,database/Game_dataset/england_epl_2022-2023/2022-10-01_arsenal-fc-tottenham-hotspur-premier-league-2022-2023/2022-10-01_Arsenal_3-1_Tottenham_tGaDh2xh.json
england_epl,2022-2023,2022-10-01,2022,10,01,22:00,3 - 3,Liverpool,Brighton,4 - 3 - 3,3 - 4 - 2 - 1,Anfield (Liverpool),Andy Madley,database/Game_dataset/england_epl_2022-2023/2022-10-01_liverpool-fc-brighton-hove-albion-premier-league-2022-2023/2022-10-01_Liverpool_3-3_Brighton_Q3oZmviN.json
england_epl,2022-2023,2022-10-01,2022,10,01,22:00,1 - 2,Crystal Palace,Chelsea,4 - 3 - 3,4 - 2 - 2 - 2,Selhurst Park (London),Chris Kavanagh,database/Game_dataset/england_epl_2022-2023/2022-10-01_crystal-palace-chelsea-fc-premier-league/2022-10-01_Crystal_Palace_1-2_Chelsea_OvkIiMib.json
england_epl,2022-2023,2022-10-01,2022,10,01,00:30,2 - 0,West Ham,Wolves,4 - 2 - 3 - 1,3 - 4 - 2 - 1,London Stadium (London),Paul Tierney,database/Game_dataset/england_epl_2022-2023/2022-10-01_west-ham-united-wolverhampton-wanderers-premier-league/2022-10-02_West_Ham_2-0_Wolves_zwy9sxUj.json
england_epl,2022-2023,2022-10-02,2022,10,02,21:00,6 - 3,Manchester City,Manchester Utd,4 - 3 - 3,4 - 2 - 3 - 1,Etihad Stadium (Manchester),Michael Oliver,database/Game_dataset/england_epl_2022-2023/2022-10-02_manchester-city-manchester-united-premier-league-2022-2023/2022-10-02_Manchester_City_6-3_Manchester_Utd_4fpwmb6T.json
england_epl,2022-2023,2022-10-08,2022,10,08,22:00,4 - 0,Manchester City,Southampton,4 - 3 - 3,4 - 2 - 3 - 1,Etihad Stadium (Manchester),Andy Madley,database/Game_dataset/england_epl_2022-2023/2022-10-08_manchester-city-southampton-fc-premier-league-2022-2023/2022-10-08_Manchester_City_4-0_Southampton_hv5G0HzT.json
england_epl,2022-2023,2022-10-16,2022,10,16,23:30,1 - 0,Liverpool,Manchester City,4 - 2 - 3 - 1,3 - 4 - 2 - 1,Anfield (Liverpool),Anthony Taylor,database/Game_dataset/england_epl_2022-2023/2022-10-16_liverpool-fc-manchester-city-premier-league-2022-2023/2022-10-16_Liverpool_1-0_Manchester_City_WrqgEz5S.json
england_epl,2022-2023,2022-10-18,2022,10,18,02:30,0 - 0,Brighton,Nottingham,3 - 4 - 2 - 1,4 - 3 - 3,Amex Stadium (Brighton),Darren England,database/Game_dataset/england_epl_2022-2023/2022-10-18_brighton-hove-albion-nottingham-forest/2022-10-19_Brighton_0-0_Nottingham_CIIICroL.json
england_epl,2022-2023,2022-10-22,2022,10,22,19:30,1 - 0,Nottingham,Liverpool,4 - 3 - 3,4 - 4 - 2,City Ground (Nottingham),Paul Tierney,database/Game_dataset/england_epl_2022-2023/2022-10-22_nottingham-forest-liverpool-fc-premier-league-2022-2023/2022-10-22_Nottingham_1-0_Liverpool_hzaY6DEa.json
england_epl,2022-2023,2022-10-22,2022,10,22,22:00,3 - 1,Manchester City,Brighton,4 - 3 - 3,3 - 4 - 1 - 2,Etihad Stadium (Manchester),Craig Pawson,database/Game_dataset/england_epl_2022-2023/2022-10-22_manchester-city-brighton-hove-albion-premier-league-2022-2023/2022-10-22_Manchester_City_3-1_Brighton_vXfU7gag.json
england_epl,2022-2023,2022-10-23,2022,10,23,21:00,4 - 0,Aston Villa,Brentford,4 - 2 - 3 - 1,3 - 5 - 2,Villa Park (Birmingham),Darren England,database/Game_dataset/england_epl_2022-2023/2022-10-23_aston-villa-brentford-fc/2022-10-23_Aston_Villa_4-0_Brentford_CIvlSNp8.json
england_epl,2022-2023,2022-10-23,2022,10,23,23:30,1 - 2,Tottenham,Newcastle,3 - 5 - 2,4 - 3 - 3,Tottenham Hotspur Stadium (London),,database/Game_dataset/england_epl_2022-2023/2022-10-23_tottenham-hotspur-newcastle-united-premier-league-2022-2023/2022-10-23_Tottenham_1-2_Newcastle_Ekms5iqC.json
england_epl,2022-2023,2022-10-29,2022,10,29,19:30,0 - 1,Leicester,Manchester City,3 - 4 - 3,4 - 3 - 3,King Power Stadium (Leicester),Robert Jones,database/Game_dataset/england_epl_2022-2023/2022-10-29_leicester-city-manchester-city-premier-league-2022-2023/2022-10-29_Leicester_0-1_Manchester_City_lpNJIADB.json
england_epl,2022-2023,2022-10-29,2022,10,29,22:00,4 - 1,Brighton,Chelsea,4 - 2 - 3 - 1,3 - 4 - 2 - 1,Amex Stadium (Brighton),Andy Madley,database/Game_dataset/england_epl_2022-2023/2022-10-29_brighton-hove-albion-chelsea-fc-premier-league/2022-10-29_Brighton_4-1_Chelsea_beU6LCTh.json
england_epl,2022-2023,2022-10-30,2022,10,30,22:00,5 - 0,Arsenal,Nottingham,4 - 3 - 3,4 - 3 - 3,Emirates Stadium (London),Simon Hooper,database/Game_dataset/england_epl_2022-2023/2022-10-30_arsenal-fc-nottingham-forest/2022-10-30_Arsenal_5-0_Nottingham_QsWbNYbt.json
england_epl,2022-2023,2022-11-05,2022,11,05,23:00,2 - 1,Manchester City,Fulham,4 - 3 - 3,4 - 2 - 3 - 1,Etihad Stadium (Manchester),Darren England,database/Game_dataset/england_epl_2022-2023/2022-11-05_manchester-city-fulham-fc-premier-league/2022-11-05_Manchester_City_2-1_Fulham_2mmgX9S4.json
england_epl,2022-2023,2022-11-05,2022,11,05,23:00,2 - 2,Nottingham,Brentford,4 - 3 - 1 - 2,4 - 3 - 3,City Ground (Nottingham),Andre Marriner,database/Game_dataset/england_epl_2022-2023/2022-11-05_nottingham-forest-brentford-fc/2022-11-05_Nottingham_2-2_Brentford_tvncWTsB.json
england_epl,2022-2023,2022-11-12,2022,11,12,20:30,1 - 2,Manchester City,Brentford,4 - 3 - 3,3 - 5 - 2,Etihad Stadium (Manchester),Peter Bankes,database/Game_dataset/england_epl_2022-2023/2022-11-12_manchester-city-brentford-fc/2022-11-12_Manchester_City_1-2_Brentford_29OTqmCA.json
england_epl,2022-2023,2022-11-12,2022,11,12,23:00,4 - 3,Tottenham,Leeds,3 - 4 - 3,4 - 2 - 3 - 1,Tottenham Hotspur Stadium (London),Michael Salisbury,database/Game_dataset/england_epl_2022-2023/2022-11-12_tottenham-hotspur-leeds-united-premier-league/2022-11-12_Tottenham_4-3_Leeds_Y7uusodT.json
england_epl,2022-2023,2022-12-26,2022,12,26,01:30,1 - 3,Aston Villa,Liverpool,4 - 4 - 2,4 - 3 - 3,Villa Park (Birmingham),Paul Tierney,database/Game_dataset/england_epl_2022-2023/2022-12-26_aston-villa-liverpool-fc-premier-league-2022-2023/2022-12-27_Aston_Villa_1-3_Liverpool_KbEcaSBc.json
england_epl,2022-2023,2022-12-28,2022,12,28,04:00,1 - 3,Leeds,Manchester City,4 - 3 - 3,4 - 3 - 3,Elland Road (Leeds),Stuart Attwell,database/Game_dataset/england_epl_2022-2023/2022-12-28_leeds-united-manchester-city-premier-league-2022-2023/2022-12-29_Leeds_1-3_Manchester_City_8SErvIuk.json
england_epl,2022-2023,2022-12-31,2022,12,31,23:00,1 - 1,Manchester City,Everton,3 - 4 - 3,5 - 4 - 1,Etihad Stadium (Manchester),Andy Madley,database/Game_dataset/england_epl_2022-2023/2022-12-31_manchester-city-everton-fc-premier-league-2022-2023/2022-12-31_Manchester_City_1-1_Everton_MVvIhHfr.json
england_epl,2022-2023,2023-01-01,2023,01,01,00:30,1 - 1,Nottingham,Chelsea,4 - 3 - 3,4 - 3 - 3,City Ground (Nottingham),Peter Bankes,database/Game_dataset/england_epl_2022-2023/2023-01-01_nottingham-forest-chelsea-fc-premier-league/2023-01-02_Nottingham_1-1_Chelsea_UerQjePf.json
england_epl,2022-2023,2023-01-02,2023,01,02,01:30,3 - 1,Brentford,Liverpool,3 - 5 - 2,4 - 3 - 3,Brentford Community Stadium (London),Stuart Attwell,database/Game_dataset/england_epl_2022-2023/2023-01-02_brentford-fc-liverpool-fc-premier-league/2023-01-03_Brentford_3-1_Liverpool_OUgLAGGQ.json
england_epl,2022-2023,2023-01-04,2023,01,04,03:30,0 - 1,Southampton,Nottingham,3 - 1 - 4 - 2,4 - 3 - 1 - 2,St. Mary's Stadium (Southampton),Thomas Bramall,database/Game_dataset/england_epl_2022-2023/2023-01-04_southampton-fc-nottingham-forest/2023-01-05_Southampton_0-1_Nottingham_2qyC0WhJ.json
england_epl,2022-2023,2023-01-05,2023,01,05,04:00,0 - 1,Chelsea,Manchester City,4 - 2 - 3 - 1,3 - 2 - 4 - 1,Stamford Bridge (London),Paul Tierney,database/Game_dataset/england_epl_2022-2023/2023-01-05_chelsea-fc-manchester-city-premier-league-2022-2023/2023-01-06_Chelsea_0-1_Manchester_City_Qwtm6zPs.json
england_epl,2022-2023,2023-01-12,2023,01,12,04:00,2 - 1,Fulham,Chelsea,4 - 2 - 3 - 1,3 - 5 - 2,Craven Cottage (London),David Coote,database/Game_dataset/england_epl_2022-2023/2023-01-12_fulham-fc-chelsea-fc-premier-league/2023-01-13_Fulham_2-1_Chelsea_fRc3vCHs.json
england_epl,2022-2023,2023-01-14,2023,01,14,20:30,2 - 1,Manchester Utd,Manchester City,4 - 2 - 3 - 1,4 - 3 - 3,Old Trafford (Manchester),Stuart Attwell,database/Game_dataset/england_epl_2022-2023/2023-01-14_manchester-united-manchester-city-premier-league-2022-2023/2023-01-14_Manchester_Utd_2-1_Manchester_City_8McwHiw0.json
england_epl,2022-2023,2023-01-14,2023,01,14,23:00,3 - 0,Brighton,Liverpool,4 - 2 - 3 - 1,4 - 3 - 3,Amex Stadium (Brighton),Darren England,database/Game_dataset/england_epl_2022-2023/2023-01-14_brighton-hove-albion-liverpool-fc-premier-league/2023-01-14_Brighton_3-0_Liverpool_Y35QJggs.json
england_epl,2022-2023,2023-01-15,2023,01,15,00:30,0 - 2,Tottenham,Arsenal,3 - 4 - 2 - 1,4 - 3 - 3,Tottenham Hotspur Stadium (London),Craig Pawson,database/Game_dataset/england_epl_2022-2023/2023-01-15_tottenham-hotspur-arsenal-fc-premier-league-2022-2023/2023-01-16_Tottenham_0-2_Arsenal_bBjjEkNI.json
england_epl,2022-2023,2023-01-18,2023,01,18,04:00,1 - 1,Crystal Palace,Manchester Utd,4 - 2 - 3 - 1,4 - 2 - 3 - 1,Selhurst Park (London),Robert Jones,database/Game_dataset/england_epl_2022-2023/2023-01-18_crystal-palace-manchester-united-premier-league-2022-2023/2023-01-19_Crystal_Palace_1-1_Manchester_Utd_hIByqh9Q.json
england_epl,2022-2023,2023-01-19,2023,01,19,04:00,4 - 2,Manchester City,Tottenham,4 - 2 - 3 - 1,3 - 4 - 2 - 1,Etihad Stadium (Manchester),Simon Hooper,database/Game_dataset/england_epl_2022-2023/2023-01-19_manchester-city-tottenham-hotspur-premier-league-2022-2023/2023-01-20_Manchester_City_4-2_Tottenham_MwkKzUG6.json
england_epl,2022-2023,2023-01-22,2023,01,22,00:30,3 - 2,Arsenal,Manchester Utd,4 - 3 - 3,4 - 2 - 3 - 1,Emirates Stadium (London),Anthony Taylor,database/Game_dataset/england_epl_2022-2023/2023-01-22_arsenal-fc-manchester-united-premier-league-2022/2023-01-23_Arsenal_3-2_Manchester_Utd_6HP3XCNt.json
england_epl,2022-2023,2023-02-04,2023,02,04,20:30,1 - 0,Everton,Arsenal,4 - 3 - 2 - 1,4 - 3 - 3,Goodison Park (Liverpool),David Coote,database/Game_dataset/england_epl_2022-2023/2023-02-04_everton-fc-arsenal-fc-premier-league-2022-2023/2023-02-04_Everton_1-0_Arsenal_fJ9cEAvG.json
england_epl,2022-2023,2023-02-04,2023,02,04,23:00,3 - 0,Wolves,Liverpool,4 - 4 - 2,4 - 3 - 3,Molineux Stadium (Wolverhampton),Paul Tierney,database/Game_dataset/england_epl_2022-2023/2023-02-04_wolverhampton-wanderers-liverpool-fc-premier-league-2022-2023/2023-02-04_Wolves_3-0_Liverpool_OfFY5nnd.json
england_epl,2022-2023,2023-02-05,2023,02,05,22:00,1 - 0,Nottingham,Leeds,4 - 3 - 1 - 2,4 - 2 - 3 - 1,City Ground (Nottingham),Robert Jones,database/Game_dataset/england_epl_2022-2023/2023-02-05_nottingham-forest-leeds-united-premier-league/2023-02-05_Nottingham_1-0_Leeds_4haX78Hq.json
england_epl,2022-2023,2023-02-05,2023,02,05,00:30,1 - 0,Tottenham,Manchester City,3 - 4 - 2 - 1,4 - 4 - 2,Tottenham Hotspur Stadium (London),Andy Madley,database/Game_dataset/england_epl_2022-2023/2023-02-05_tottenham-hotspur-manchester-city-premier-league-2022-2023/2023-02-06_Tottenham_1-0_Manchester_City_p4GU6SWk.json
england_epl,2022-2023,2023-02-11,2023,02,11,23:00,4 - 1,Leicester,Tottenham,4 - 2 - 3 - 1,3 - 4 - 2 - 1,King Power Stadium (Leicester),Michael Salisbury,database/Game_dataset/england_epl_2022-2023/2023-02-11_leicester-city-tottenham-hotspur-premier-league-2022-2023/2023-02-11_Leicester_4-1_Tottenham_KtayQ7wS.json
england_epl,2022-2023,2023-02-12,2023,02,12,00:30,3 - 1,Manchester City,Aston Villa,3 - 2 - 4 - 1,4 - 4 - 2,Etihad Stadium (Manchester),Robert Jones,database/Game_dataset/england_epl_2022-2023/2023-02-12_manchester-city-aston-villa-premier-league-2022-2023/2023-02-13_Manchester_City_3-1_Aston_Villa_xbu8Ko1k.json
england_epl,2022-2023,2023-02-15,2023,02,15,03:30,1 - 3,Arsenal,Manchester City,4 - 3 - 3,4 - 1 - 4 - 1,Emirates Stadium (London),Anthony Taylor,database/Game_dataset/england_epl_2022-2023/2023-02-15_arsenal-fc-manchester-city-premier-league-2022-2023/2023-02-16_Arsenal_1-3_Manchester_City_4hFAE4G8.json
england_epl,2022-2023,2023-02-18,2023,02,18,20:30,2 - 4,Aston Villa,Arsenal,4 - 4 - 2,4 - 3 - 3,Villa Park (Birmingham),Simon Hooper,database/Game_dataset/england_epl_2022-2023/2023-02-18_aston-villa-arsenal-fc-premier-league-2022-2023/2023-02-18_Aston_Villa_2-4_Arsenal_nTMbs982.json
england_epl,2022-2023,2023-02-18,2023,02,18,23:00,1 - 1,Nottingham,Manchester City,4 - 3 - 2 - 1,3 - 2 - 4 - 1,City Ground (Nottingham),Graham Scott,database/Game_dataset/england_epl_2022-2023/2023-02-18_nottingham-forest-manchester-city/2023-02-18_Nottingham_1-1_Manchester_City_jqElXOpe.json
england_epl,2022-2023,2023-02-25,2023,02,25,01:30,1 - 4,Bournemouth,Manchester City,5 - 4 - 1,3 - 2 - 4 - 1,Vitality Stadium (Bournemouth),Paul Tierney,database/Game_dataset/england_epl_2022-2023/2023-02-25_afc-bournemouth-manchester-city-premier-league-2022-2023/2023-02-26_Bournemouth_1-4_Manchester_City_0Eeufnh8.json
england_epl,2022-2023,2023-03-01,2023,03,01,03:45,4 - 0,Arsenal,Everton,4 - 3 - 3,4 - 3 - 2 - 1,Emirates Stadium (London),Michael Oliver,database/Game_dataset/england_epl_2022-2023/2023-03-01_arsenal-fc-everton-fc-premier-league-2022-2023/2023-03-02_Arsenal_4-0_Everton_zsHWqYgK.json
england_epl,2022-2023,2023-03-01,2023,03,01,04:00,2 - 0,Liverpool,Wolves,4 - 3 - 3,4 - 2 - 3 - 1,Anfield (Liverpool),Paul Tierney,database/Game_dataset/england_epl_2022-2023/2023-03-01_liverpool-fc-wolverhampton-wanderers-premier-league-2022-2023/2023-03-02_Liverpool_2-0_Wolves_rmjGyA10.json
england_epl,2022-2023,2023-03-04,2023,03,04,20:30,2 - 0,Manchester City,Newcastle,4 - 2 - 3 - 1,4 - 3 - 3,Etihad Stadium (Manchester),Simon Hooper,database/Game_dataset/england_epl_2022-2023/2023-03-04_manchester-city-newcastle-united-premier-league-2022-2023/2023-03-04_Manchester_City_2-0_Newcastle_Yoj4pZKB.json
england_epl,2022-2023,2023-03-04,2023,03,04,23:00,4 - 0,Brighton,West Ham,4 - 2 - 3 - 1,4 - 2 - 3 - 1,Amex Stadium (Brighton),Stuart Attwell,database/Game_dataset/england_epl_2022-2023/2023-03-04_brighton-hove-albion-west-ham-united/2023-03-04_Brighton_4-0_West_Ham_KMzamyyg.json
england_epl,2022-2023,2023-03-04,2023,03,04,23:00,3 - 2,Arsenal,Bournemouth,4 - 3 - 3,5 - 4 - 1,Emirates Stadium (London),Chris Kavanagh,database/Game_dataset/england_epl_2022-2023/2023-03-04_arsenal-fc-afc-bournemouth/2023-03-04_Arsenal_3-2_Bournemouth_zX9N6PyE.json
england_epl,2022-2023,2023-03-05,2023,03,05,22:00,2 - 2,Nottingham,Everton,4 - 3 - 2 - 1,4 - 5 - 1,City Ground (Nottingham),John Brooks,database/Game_dataset/england_epl_2022-2023/2023-03-05_nottingham-forest-everton-fc-premier-league/2023-03-05_Nottingham_2-2_Everton_nkf8qgzI.json
england_epl,2022-2023,2023-03-05,2023,03,05,00:30,7 - 0,Liverpool,Manchester Utd,4 - 3 - 3,4 - 2 - 3 - 1,Anfield (Liverpool),Andy Madley,database/Game_dataset/england_epl_2022-2023/2023-03-05_liverpool-fc-manchester-united-premier-league-2022-2023/2023-03-06_Liverpool_7-0_Manchester_Utd_vPj0oF55.json
england_epl,2022-2023,2023-03-06,2023,03,06,04:00,3 - 2,Brentford,Fulham,4 - 3 - 3,4 - 2 - 3 - 1,Brentford Community Stadium (London),Anthony Taylor,database/Game_dataset/england_epl_2022-2023/2023-03-06_brentford-fc-fulham-fc-premier-league/2023-03-07_Brentford_3-2_Fulham_tWyelHLn.json
england_epl,2022-2023,2023-03-11,2023,03,11,20:30,1 - 0,Bournemouth,Liverpool,4 - 4 - 1 - 1,4 - 3 - 3,Vitality Stadium (Bournemouth),,database/Game_dataset/england_epl_2022-2023/2023-03-11_afc-bournemouth-liverpool-fc-premier-league-2022-2023/2023-03-11_Bournemouth_1-0_Liverpool_KxPM2Gzt.json
england_epl,2022-2023,2023-03-18,2023,03,18,23:00,3 - 3,Southampton,Tottenham,4 - 4 - 2,3 - 4 - 2 - 1,St. Mary's Stadium (Southampton),Simon Hooper,database/Game_dataset/england_epl_2022-2023/2023-03-18_southampton-fc-tottenham-hotspur-premier-league-2022-2023/2023-03-18_Southampton_3-3_Tottenham_GnPa4TBp.json
england_epl,2022-2023,2023-04-01,2023,04,01,19:30,4 - 1,Manchester City,Liverpool,3 - 2 - 4 - 1,4 - 3 - 3,Etihad Stadium (Manchester),Simon Hooper,database/Game_dataset/england_epl_2022-2023/2023-04-01_manchester-city-liverpool-fc-premier-league-2022-2023/2023-04-01_Manchester_City_4-1_Liverpool_WKdBMSXS.json
england_epl,2022-2023,2023-04-01,2023,04,01,22:00,3 - 3,Brighton,Brentford,4 - 2 - 3 - 1,5 - 3 - 2,Amex Stadium (Brighton),Michael Oliver,database/Game_dataset/england_epl_2022-2023/2023-04-01_brighton-hove-albion-brentford-fc/2023-04-01_Brighton_3-3_Brentford_2u5fQAY3.json
